Datum,Stunde,Strahlung Rieden [kW/m²],Temp. Rieden [°C]
2023-02-23,16,0.20525000000000002,13.0
2023-02-23,17,0.07775,11.5
2023-02-23,18,0.00175,10.2
2023-02-23,19,0.0,8.399999999999999
2023-02-23,20,0.0,8.149999999999999
2023-02-23,21,0.0,7.2
2023-02-23,22,0.0,6.8
2023-02-23,23,0.0,6.325
2023-02-24,0,0.0,5.7
2023-02-24,1,0.0,5.2
2023-02-24,2,0.0,4.6
2023-02-24,3,0.0,4.3
2023-02-24,4,0.0,3.8
2023-02-24,5,0.0,3.9499999999999997
2023-02-24,6,0.0,3.625
2023-02-24,7,0.00925,3.2
2023-02-24,8,0.0785,3.85
2023-02-24,9,0.25725,5.825
2023-02-24,10,0.35424999999999995,9.475
2023-02-24,11,0.3425,9.15
2023-02-24,12,0.2585,8.625
2023-02-24,13,0.1975,7.949999999999999
2023-02-24,14,0.31725,8.55
2023-02-24,15,0.23575000000000002,10.075000000000001
2023-02-24,16,0.08,10.775
2023-02-24,17,0.023,10.575
2023-02-24,18,0.00225,10.25
2023-02-24,19,0.0,9.675
2023-02-24,20,0.0,9.3
2023-02-24,21,0.0,8.55
2023-02-24,22,0.0,8.149999999999999
2023-02-24,23,0.0,8.2
2023-02-25,0,0.0,7.75
2023-02-25,1,0.0,5.05
2023-02-25,2,0.0,4.15
2023-02-25,3,0.0,3.25
2023-02-25,4,0.0,2.7
2023-02-25,5,0.0,2.7
2023-02-25,6,0.0,2.775
2023-02-25,7,0.0,3.0
2023-02-25,8,0.0385,3.0
2023-02-25,9,0.04725,3.15
2023-02-25,10,0.07225,3.7
2023-02-25,11,0.0745,4.025
2023-02-25,12,0.09225,5.1
2023-02-25,13,0.06475,4.8
2023-02-25,14,0.05675,3.525
2023-02-25,15,0.0505,3.1
2023-02-25,16,0.0455,2.9000000000000004
2023-02-25,17,0.0115,2.9000000000000004
2023-02-25,18,0.0,2.8000000000000003
2023-02-25,19,0.0,2.3249999999999997
2023-02-25,20,0.0,2.3
2023-02-25,21,0.0,2.25
2023-02-25,22,0.0,2.05
2023-02-25,23,0.0,1.8
2023-02-26,0,0.0,1.1
2023-02-26,1,0.0,1.1
2023-02-26,2,0.0,0.7
2023-02-26,3,0.0,-0.15
2023-02-26,4,0.0,0.0
2023-02-26,5,0.0,0.0
2023-02-26,6,0.0,-0.45
2023-02-26,7,0.0072499999999999995,-0.8
2023-02-26,8,0.0815,-0.95
2023-02-26,9,0.29475,-0.35000000000000003
2023-02-26,10,0.514,0.25
2023-02-26,11,0.56225,0.275
2023-02-26,12,0.60175,0.1
2023-02-26,13,0.5745,0.2
2023-02-26,14,0.4975,0.6
2023-02-26,15,0.3365,0.95
2023-02-26,16,0.21225,1.15
2023-02-26,17,0.095,0.55
2023-02-26,18,0.005,0.2
2023-02-26,19,0.0,0.1
2023-02-26,20,0.0,0.35000000000000003
2023-02-26,21,0.0,0.2
2023-02-26,22,0.0,0.35000000000000003
2023-02-26,23,0.0,0.275
2023-02-27,0,0.0,0.05
2023-02-27,1,0.0,-0.2
2023-02-27,2,0.0,-0.2
2023-02-27,3,0.0,-0.30000000000000004
2023-02-27,4,0.0,-0.4
2023-02-27,5,0.0,-0.4
2023-02-27,6,0.0,-0.25
2023-02-27,7,0.01875,-0.1
2023-02-27,8,0.1235,0.35
2023-02-27,9,0.2545,0.95
2023-02-27,10,0.2765,1.4
2023-02-27,11,0.27775,1.875
2023-02-27,12,0.26875000000000004,2.075
2023-02-27,13,0.25975000000000004,1.7000000000000002
2023-02-27,14,0.2845,1.6
2023-02-27,15,0.2245,1.75
2023-02-27,16,0.13424999999999998,1.5
2023-02-27,17,0.051000000000000004,1.15
2023-02-27,18,0.0015,0.65
2023-02-27,19,0.0,0.375
2023-02-27,20,0.0,0.2
2023-02-27,21,0.0,0.2
2023-02-27,22,0.0,0.39999999999999997
2023-02-27,23,0.0,0.25
2023-02-28,0,0.0,-0.42500000000000004
2023-02-28,1,0.0,-1.4
2023-02-28,2,0.0,-1.85
2023-02-28,3,0.0,-2.325
2023-02-28,4,0.0,-2.375
2023-02-28,5,0.0,-2.1
2023-02-28,6,0.0,-2.1
2023-02-28,7,0.0155,-2.15
2023-02-28,8,0.10225000000000001,-1.325
2023-02-28,9,0.15375,-0.7
2023-02-28,10,0.36575,0.8500000000000001
2023-02-28,11,0.59425,1.55
2023-02-28,12,0.6245,2.375
2023-02-28,13,0.5782499999999999,3.2
2023-02-28,14,0.41000000000000003,3.6
2023-02-28,15,0.359,3.5
2023-02-28,16,0.13,3.1
2023-02-28,17,0.05,1.975
2023-02-28,18,0.0005,1.2999999999999998
2023-02-28,19,0.0,1.05
2023-02-28,20,0.0,0.8500000000000001
2023-02-28,21,0.0,0.8
2023-02-28,22,0.0,0.8
2023-02-28,23,0.0,0.8
2023-03-01,0,0.0,0.9
2023-03-01,1,0.0,1.0
2023-03-01,2,0.0,1.0
2023-03-01,3,0.0,0.6
2023-03-01,4,0.0,0.75
2023-03-01,5,0.0,0.8
2023-03-01,6,0.0,0.6
2023-03-01,7,0.0085,0.4
2023-03-01,8,0.04775,0.65
2023-03-01,9,0.10375,0.9
2023-03-01,10,0.2685,1.2
2023-03-01,11,0.33825,2.1
2023-03-01,12,0.3215,3.1
2023-03-01,13,0.28525,3.6
2023-03-01,14,0.2935,4.05
2023-03-01,15,0.2185,4.1
2023-03-01,16,0.06425,3.9
2023-03-01,17,0.017,3.5
2023-03-01,18,0.0,3.0999999999999996
2023-03-01,19,0.0,3.1
2023-03-01,20,0.0,2.7
2023-03-01,21,0.0,2.7
2023-03-01,22,0.0,2.425
2023-03-01,23,0.0,2.5
2023-03-02,0,0.0,2.3
2023-03-02,1,0.0,2.0749999999999997
2023-03-02,2,0.0,1.575
2023-03-02,3,0.0,1.275
2023-03-02,4,0.0,1.0
2023-03-02,5,0.0,1.0
2023-03-02,6,0.0,1.1
2023-03-02,7,0.01875,1.1
2023-03-02,8,0.09125,0.95
2023-03-02,9,0.1535,2.4
2023-03-02,10,0.1935,3.35
2023-03-02,11,0.221,3.8
2023-03-02,12,0.2085,4.05
2023-03-02,13,0.188,4.3
2023-03-02,14,0.1835,4.5
2023-03-02,15,0.0995,4.3
2023-03-02,16,0.06275,4.199999999999999
2023-03-02,17,0.02475,4.05
2023-03-02,18,0.0,3.9
2023-03-02,19,0.0,3.5
2023-03-02,20,0.0,3.5
2023-03-02,21,0.0,3.5
2023-03-02,22,0.0,3.5
2023-03-02,23,0.0,3.4
2023-03-03,0,0.0,3.25
2023-03-03,1,0.0,3.15
2023-03-03,2,0.0,2.95
2023-03-03,3,0.0,2.75
2023-03-03,4,0.0,2.9
2023-03-03,5,0.0,2.85
2023-03-03,6,0.0,2.75
2023-03-03,7,0.0125,2.85
2023-03-03,8,0.06924999999999999,2.95
2023-03-03,9,0.13424999999999998,3.5
2023-03-03,10,0.161,4.1
2023-03-03,11,0.182,4.25
2023-03-03,12,0.35275,4.75
2023-03-03,13,0.43,5.199999999999999
2023-03-03,14,0.41225,5.825
2023-03-03,15,0.3355,5.575
2023-03-03,16,0.244,5.9750000000000005
2023-03-03,17,0.098,5.55
2023-03-03,18,0.0085,5.05
2023-03-03,19,0.0,4.7
2023-03-03,20,0.0,3.3499999999999996
2023-03-03,21,0.0,2.6
2023-03-03,22,0.0,2.6500000000000004
2023-03-03,23,0.0,2.525
2023-03-04,0,0.0,1.9
2023-03-04,1,0.0,1.2999999999999998
2023-03-04,2,0.0,0.9
2023-03-04,3,0.0,1.0
2023-03-04,4,0.0,1.1
2023-03-04,5,0.0,0.7
2023-03-04,6,0.0,0.3
2023-03-04,7,0.018000000000000002,0.4
2023-03-04,8,0.08125,0.8
2023-03-04,9,0.14350000000000002,1.2999999999999998
2023-03-04,10,0.26849999999999996,1.55
2023-03-04,11,0.37275,2.5999999999999996
2023-03-04,12,0.58675,4.85
2023-03-04,13,0.60275,6.725
2023-03-04,14,0.5407500000000001,8.15
2023-03-04,15,0.42774999999999996,8.4
2023-03-04,16,0.28025,8.4
2023-03-04,17,0.116,9.375
2023-03-04,18,0.00825,7.125
2023-03-04,19,0.0,4.9
2023-03-04,20,0.0,4.6
2023-03-04,21,0.0,3.2
2023-03-04,22,0.0,2.4
2023-03-04,23,0.0,1.725
2023-03-05,0,0.0,1.45
2023-03-05,1,0.0,1.5
2023-03-05,2,0.0,1.6
2023-03-05,3,0.0,1.5
2023-03-05,4,0.0,1.6
2023-03-05,5,0.0,1.55
2023-03-05,6,0.0,1.4
2023-03-05,7,0.006,1.4
2023-03-05,8,0.06975,1.95
2023-03-05,9,0.14625,2.6
2023-03-05,10,0.2445,3.3000000000000003
2023-03-05,11,0.35175,4.0
2023-03-05,12,0.42800000000000005,4.625
2023-03-05,13,0.62175,5.9
2023-03-05,14,0.567,6.275
2023-03-05,15,0.33799999999999997,6.725
2023-03-05,16,0.15675,6.15
2023-03-05,17,0.10975,5.9
2023-03-05,18,0.00925,5.15
2023-03-05,19,0.0,3.75
2023-03-05,20,0.0,3.1
2023-03-05,21,0.0,1.9
2023-03-05,22,0.0,1.1
2023-03-05,23,0.0,0.6
2023-03-06,0,0.0,0.95
2023-03-06,1,0.0,1.225
2023-03-06,2,0.0,1.1
2023-03-06,3,0.0,0.6000000000000001
2023-03-06,4,0.0,0.025
2023-03-06,5,0.0,0.1
2023-03-06,6,0.0,0.0
2023-03-06,7,0.01325,0.4
2023-03-06,8,0.051500000000000004,1.2000000000000002
2023-03-06,9,0.0765,1.975
2023-03-06,10,0.07450000000000001,2.85
2023-03-06,11,0.14100000000000001,4.0
2023-03-06,12,0.14925,4.6
2023-03-06,13,0.16175,5.1
2023-03-06,14,0.19825,5.4
2023-03-06,15,0.13774999999999998,5.65
2023-03-06,16,0.09525,5.5
2023-03-06,17,0.04825,5.45
2023-03-06,18,0.003,4.85
2023-03-06,19,0.0,4.800000000000001
2023-03-06,20,0.0,4.7
2023-03-06,21,0.0,4.7
2023-03-06,22,0.0,4.6
2023-03-06,23,0.0,4.6
2023-03-07,0,0.0,4.5
2023-03-07,1,0.0,4.5
2023-03-07,2,0.0,4.375
2023-03-07,3,0.0,4.1
2023-03-07,4,0.0,3.9
2023-03-07,5,0.0,3.5
2023-03-07,6,0.0,2.85
2023-03-07,7,0.02325,2.4
2023-03-07,8,0.07050000000000001,2.6
2023-03-07,9,0.1335,4.1
2023-03-07,10,0.273,4.8999999999999995
2023-03-07,11,0.42225,5.15
2023-03-07,12,0.6545000000000001,6.25
2023-03-07,13,0.618,7.05
2023-03-07,14,0.5035000000000001,7.574999999999999
2023-03-07,15,0.3905,8.399999999999999
2023-03-07,16,0.15725,7.8
2023-03-07,17,0.0675,7.300000000000001
2023-03-07,18,0.00575,7.0
2023-03-07,19,0.0,6.4
2023-03-07,20,0.0,6.050000000000001
2023-03-07,21,0.0,5.7
2023-03-07,22,0.0,5.4
2023-03-07,23,0.0,5.5
2023-03-08,0,0.0,5.5
2023-03-08,1,0.0,5.4
2023-03-08,2,0.0,5.1
2023-03-08,3,0.0,4.65
2023-03-08,4,0.0,3.8
2023-03-08,5,0.0,4.15
2023-03-08,6,0.0,3.9499999999999997
2023-03-08,7,0.02025,4.199999999999999
2023-03-08,8,0.094,4.75
2023-03-08,9,0.14375,5.9750000000000005
2023-03-08,10,0.07875,6.300000000000001
2023-03-08,11,0.06975,6.300000000000001
2023-03-08,12,0.08374999999999999,6.85
2023-03-08,13,0.112,7.375
2023-03-08,14,0.12475,9.85
2023-03-08,15,0.1775,11.8
2023-03-08,16,0.12725,11.899999999999999
2023-03-08,17,0.02225,11.7
2023-03-08,18,0.0,11.725
2023-03-08,19,0.0,10.525
2023-03-08,20,0.0,9.4
2023-03-08,21,0.0,10.55
2023-03-08,22,0.0,11.15
2023-03-08,23,0.0,11.7
2023-03-09,0,0.0,11.075
2023-03-09,1,0.0,10.3
2023-03-09,2,0.0,9.975000000000001
2023-03-09,3,0.0,10.524999999999999
2023-03-09,4,0.0,11.1
2023-03-09,5,0.0,10.45
2023-03-09,6,0.0,9.175
2023-03-09,7,0.0,8.5
2023-03-09,8,0.01375,8.299999999999999
2023-03-09,9,0.0285,9.1
2023-03-09,10,0.156,10.25
2023-03-09,11,0.12475,11.600000000000001
2023-03-09,12,0.12275,11.675
2023-03-09,13,0.34125,12.85
2023-03-09,14,0.36075,14.899999999999999
2023-03-09,15,0.18325,13.675
2023-03-09,16,0.25625,14.7
2023-03-09,17,0.1345,14.2
2023-03-09,18,0.008,11.7
2023-03-09,19,0.0,9.2
2023-03-09,20,0.0,8.725000000000001
2023-03-09,21,0.0,8.4
2023-03-09,22,0.0,7.225
2023-03-09,23,0.0,7.300000000000001
2023-03-10,0,0.0,7.0
2023-03-10,1,0.0,7.875
2023-03-10,2,0.0,6.725
2023-03-10,3,0.0,7.25
2023-03-10,4,0.0,10.6
2023-03-10,5,0.0,9.725
2023-03-10,6,0.0,7.9
2023-03-10,7,0.0255,7.8999999999999995
2023-03-10,8,0.239,9.5
2023-03-10,9,0.08600000000000001,9.4
2023-03-10,10,0.1165,8.35
2023-03-10,11,0.1925,10.174999999999999
2023-03-10,12,0.10925,11.05
2023-03-10,13,0.092,10.2
2023-03-10,14,0.10075,10.675
2023-03-10,15,0.10275,10.0
2023-03-10,16,0.0985,10.5
2023-03-10,17,0.07625,9.35
2023-03-10,18,0.0,8.3
2023-03-10,19,0.0,8.25
2023-03-10,20,0.0,8.35
2023-03-10,21,0.0,6.8
2023-03-10,22,0.0,6.75
2023-03-10,23,0.0,6.525
2023-03-11,0,0.0,5.9
2023-03-11,1,0.0,5.475
2023-03-11,2,0.0,4.85
2023-03-11,3,0.0,3.9
2023-03-11,4,0.0,3.075
2023-03-11,5,0.0,2.175
2023-03-11,6,0.0,1.7
2023-03-11,7,0.0,1.4
2023-03-11,8,0.027,1.6
2023-03-11,9,0.08775,2.175
2023-03-11,10,0.11775,2.8000000000000003
2023-03-11,11,0.26775,3.4
2023-03-11,12,0.27449999999999997,4.175
2023-03-11,13,0.37975000000000003,4.3
2023-03-11,14,0.30525,5.1
2023-03-11,15,0.2265,5.0
2023-03-11,16,0.12,5.3
2023-03-11,17,0.066,4.9
2023-03-11,18,0.00175,4.800000000000001
2023-03-11,19,0.0,4.1499999999999995
2023-03-11,20,0.0,3.625
2023-03-11,21,0.0,2.9
2023-03-11,22,0.0,2.9
2023-03-11,23,0.0,2.75
2023-03-12,0,0.0,2.7
2023-03-12,1,0.0,2.5
2023-03-12,2,0.0,2.3
2023-03-12,3,0.0,1.6
2023-03-12,4,0.0,1.4
2023-03-12,5,0.0,1.4
2023-03-12,6,0.0,1.6
2023-03-12,7,0.014750000000000001,2.3
2023-03-12,8,0.0605,3.1
2023-03-12,9,0.0805,4.1
2023-03-12,10,0.11249999999999999,4.675
2023-03-12,11,0.14100000000000001,5.825
2023-03-12,12,0.1585,6.2
2023-03-12,13,0.14225,6.4
2023-03-12,14,0.1695,7.05
2023-03-12,15,0.3265,8.95
2023-03-12,16,0.15475,9.675
2023-03-12,17,0.132,10.9
2023-03-12,18,0.00875,9.399999999999999
2023-03-12,19,0.0,8.8
2023-03-12,20,0.0,8.5
2023-03-12,21,0.0,8.05
2023-03-12,22,0.0,7.8
2023-03-12,23,0.0,7.45
2023-03-13,0,0.0,6.825
2023-03-13,1,0.0,6.325
2023-03-13,2,0.0,7.275
2023-03-13,3,0.0,7.2
2023-03-13,4,0.0,6.975
2023-03-13,5,0.0,6.575
2023-03-13,6,0.0,6.9
2023-03-13,7,0.008,6.2
2023-03-13,8,0.053500000000000006,7.449999999999999
2023-03-13,9,0.0935,8.2
2023-03-13,10,0.35725,10.525
2023-03-13,11,0.5325,14.825
2023-03-13,12,0.5609999999999999,16.975
2023-03-13,13,0.62175,18.575
2023-03-13,14,0.5815,19.4
2023-03-13,15,0.43174999999999997,20.7
2023-03-13,16,0.353,21.3
2023-03-13,17,0.13575,20.55
2023-03-13,18,0.023,16.75
2023-03-13,19,0.0,16.1
2023-03-13,20,0.0,16.25
2023-03-13,21,0.0,17.0
2023-03-13,22,0.0,16.35
2023-03-13,23,0.0,13.15
2023-03-14,0,0.0,12.925
2023-03-14,1,0.0,9.975
2023-03-14,2,0.0,8.675
2023-03-14,3,0.0,9.3
2023-03-14,4,0.0,9.1
2023-03-14,5,0.0,9.05
2023-03-14,6,0.0,8.8
2023-03-14,7,0.01875,8.600000000000001
2023-03-14,8,0.11075,8.4
2023-03-14,9,0.26975,9.225
2023-03-14,10,0.381,11.3
2023-03-14,11,0.167,11.350000000000001
2023-03-14,12,0.10425000000000001,11.825
2023-03-14,13,0.0695,10.925
2023-03-14,14,0.052500000000000005,8.850000000000001
2023-03-14,15,0.12525,9.125
2023-03-14,16,0.14600000000000002,8.525
2023-03-14,17,0.08375,7.8999999999999995
2023-03-14,18,0.0195,7.475
2023-03-14,19,0.0,6.6499999999999995
2023-03-14,20,0.0,6.324999999999999
2023-03-14,21,0.0,4.475
2023-03-14,22,0.0,3.175
2023-03-14,23,0.0,4.35
2023-03-15,0,0.0,4.8
2023-03-15,1,0.0,4.6
2023-03-15,2,0.0,1.725
2023-03-15,3,0.0,2.575
2023-03-15,4,0.0,2.9
2023-03-15,5,0.0,2.375
2023-03-15,6,0.0,1.75
2023-03-15,7,0.03375,1.45
2023-03-15,8,0.2445,3.125
2023-03-15,9,0.43074999999999997,5.025
2023-03-15,10,0.5745,5.975
2023-03-15,11,0.3165,5.725
2023-03-15,12,0.616,6.875
2023-03-15,13,0.501,7.75
2023-03-15,14,0.5385,8.55
2023-03-15,15,0.31775,8.35
2023-03-15,16,0.17325000000000002,8.125
2023-03-15,17,0.10525,8.05
2023-03-15,18,0.014,6.95
2023-03-15,19,0.0,5.6
2023-03-15,20,0.0,4.75
2023-03-15,21,0.0,3.7
2023-03-15,22,0.0,3.125
2023-03-15,23,0.0,2.7
2023-03-16,0,0.0,2.175
2023-03-16,1,0.0,1.85
2023-03-16,2,0.0,1.3
2023-03-16,3,0.0,1.4
2023-03-16,4,0.0,1.275
2023-03-16,5,0.0,0.85
2023-03-16,6,0.00075,0.8
2023-03-16,7,0.07100000000000001,1.275
2023-03-16,8,0.244,3.0
2023-03-16,9,0.4235,5.025
2023-03-16,10,0.552,7.925000000000001
2023-03-16,11,0.64975,9.675
2023-03-16,12,0.662,9.875
2023-03-16,13,0.72675,10.7
2023-03-16,14,0.654,11.85
2023-03-16,15,0.551,10.3
2023-03-16,16,0.3895,11.350000000000001
2023-03-16,17,0.18575,11.525
2023-03-16,18,0.02425,10.425
2023-03-16,19,0.0,7.9
2023-03-16,20,0.0,7.6
2023-03-16,21,0.0,7.15
2023-03-16,22,0.0,6.625
2023-03-16,23,0.0,6.325
2023-03-17,0,0.0,5.875
2023-03-17,1,0.0,5.4
2023-03-17,2,0.0,4.875
2023-03-17,3,0.0,4.3
2023-03-17,4,0.0,3.7
2023-03-17,5,0.0,3.05
2023-03-17,6,0.001,2.8
2023-03-17,7,0.0545,2.85
2023-03-17,8,0.22525,4.775
2023-03-17,9,0.38525,7.85
2023-03-17,10,0.5405,8.5
2023-03-17,11,0.61725,10.65
2023-03-17,12,0.6247499999999999,11.225
2023-03-17,13,0.54575,11.7
2023-03-17,14,0.52175,12.075
2023-03-17,15,0.41475,12.9
2023-03-17,16,0.29525,13.7
2023-03-17,17,0.14675,14.2
2023-03-17,18,0.022250000000000002,13.024999999999999
2023-03-17,19,0.0,12.35
2023-03-17,20,0.0,11.925
2023-03-17,21,0.0,10.425
2023-03-17,22,0.0,9.425
2023-03-17,23,0.0,9.55
2023-03-18,0,0.0,9.525
2023-03-18,1,0.0,8.8
2023-03-18,2,0.0,7.45
2023-03-18,3,0.0,6.9
2023-03-18,4,0.0,6.7
2023-03-18,5,0.0,6.4
2023-03-18,6,0.0,6.25
2023-03-18,7,0.0605,5.925000000000001
2023-03-18,8,0.192,7.3
2023-03-18,9,0.41825,11.55
2023-03-18,10,0.56625,12.5
2023-03-18,11,0.67,13.3
2023-03-18,12,0.7215,13.575
2023-03-18,13,0.69775,15.4
2023-03-18,14,0.602,15.725
2023-03-18,15,0.33075,15.2
2023-03-18,16,0.349,16.625
2023-03-18,17,0.1225,16.85
2023-03-18,18,0.01975,14.375
2023-03-18,19,0.0,12.45
2023-03-18,20,0.0,11.325
2023-03-18,21,0.0,10.125
2023-03-18,22,0.0,9.6
2023-03-18,23,0.0,9.55
2023-03-19,0,0.0,9.15
2023-03-19,1,0.0,8.925
2023-03-19,2,0.0,8.55
2023-03-19,3,0.0,8.225
2023-03-19,4,0.0,8.1
2023-03-19,5,0.0,8.0
2023-03-19,6,0.0,8.0
2023-03-19,7,0.0385,8.0
2023-03-19,8,0.1345,9.425
2023-03-19,9,0.29725,12.2
2023-03-19,10,0.50325,14.4
2023-03-19,11,0.54525,15.05
2023-03-19,12,0.504,15.674999999999999
2023-03-19,13,0.42725,16.0
2023-03-19,14,0.26325,15.325
2023-03-19,15,0.11925,14.8
2023-03-19,16,0.046,13.275
2023-03-19,17,0.01625,10.7
2023-03-19,18,0.0,10.225
2023-03-19,19,0.0,9.725
2023-03-19,20,0.0,8.75
2023-03-19,21,0.0,8.0
2023-03-19,22,0.0,8.0
2023-03-19,23,0.0,8.0
2023-03-20,0,0.0,7.675
2023-03-20,1,0.0,7.9
2023-03-20,2,0.0,8.2
2023-03-20,3,0.0,7.699999999999999
2023-03-20,4,0.0,7.5
2023-03-20,5,0.0,7.7
2023-03-20,6,0.0,7.5
2023-03-20,7,0.015,7.6499999999999995
2023-03-20,8,0.059,8.2
2023-03-20,9,0.21175,8.85
2023-03-20,10,0.36325,9.975
2023-03-20,11,0.547,10.95
2023-03-20,12,0.597,11.475
2023-03-20,13,0.6955,12.425
2023-03-20,14,0.644,13.05
2023-03-20,15,0.508,13.100000000000001
2023-03-20,16,0.347,13.15
2023-03-20,17,0.1855,13.05
2023-03-20,18,0.054,12.65
2023-03-20,19,0.0,10.125
2023-03-20,20,0.0,8.4
2023-03-20,21,0.0,8.2
2023-03-20,22,0.0,8.149999999999999
2023-03-20,23,0.0,8.275
2023-03-21,0,0.0,8.1
2023-03-21,1,0.0,7.35
2023-03-21,2,0.0,7.1
2023-03-21,3,0.0,7.0
2023-03-21,4,0.0,7.0
2023-03-21,5,0.0,7.0
2023-03-21,6,0.0015,6.699999999999999
2023-03-21,7,0.0595,7.075
2023-03-21,8,0.16125,8.275
2023-03-21,9,0.40725,10.899999999999999
2023-03-21,10,0.5235,11.85
2023-03-21,11,0.53225,11.774999999999999
2023-03-21,12,0.73075,13.1
2023-03-21,13,0.59575,13.725
2023-03-21,14,0.35675,14.1
2023-03-21,15,0.3775,15.05
2023-03-21,16,0.23450000000000001,14.8
2023-03-21,17,0.11675,14.8
2023-03-21,18,0.02475,14.1
2023-03-21,19,0.0,12.625
2023-03-21,20,0.0,11.25
2023-03-21,21,0.0,10.45
2023-03-21,22,0.0,10.4
2023-03-21,23,0.0,10.275
2023-03-22,0,0.0,9.925
2023-03-22,1,0.0,9.600000000000001
2023-03-22,2,0.0,9.65
2023-03-22,3,0.0,9.05
2023-03-22,4,0.0,7.550000000000001
2023-03-22,5,0.0,7.15
2023-03-22,6,0.0045,6.6
2023-03-22,7,0.08399999999999999,6.9
2023-03-22,8,0.27275,8.825
2023-03-22,9,0.4495,12.225
2023-03-22,10,0.5992500000000001,15.05
2023-03-22,11,0.68975,16.1
2023-03-22,12,0.7364999999999999,16.450000000000003
2023-03-22,13,0.726,17.275
2023-03-22,14,0.6872499999999999,18.125
2023-03-22,15,0.5325,18.6
2023-03-22,16,0.391,18.775
2023-03-22,17,0.22,18.9
2023-03-22,18,0.03675,16.8
2023-03-22,19,0.0,13.4
2023-03-22,20,0.0,12.6
2023-03-22,21,0.0,12.55
2023-03-22,22,0.0,11.649999999999999
2023-03-22,23,0.0,11.05
2023-03-23,0,0.0,10.95
2023-03-23,1,0.0,10.6
2023-03-23,2,0.0,10.075
2023-03-23,3,0.0,9.325
2023-03-23,4,0.0,9.875
2023-03-23,5,0.0,10.075000000000001
2023-03-23,6,0.00025,9.925
2023-03-23,7,0.05925,11.15
2023-03-23,8,0.11525,11.05
2023-03-23,9,0.23399999999999999,13.424999999999999
2023-03-23,10,0.32,16.875
2023-03-23,11,0.36075,17.375
2023-03-23,12,0.462,19.1
2023-03-23,13,0.4415,18.75
2023-03-23,14,0.41275,18.5
2023-03-23,15,0.2395,18.35
2023-03-23,16,0.11925000000000001,17.625
2023-03-23,17,0.062,16.3
2023-03-23,18,0.0115,15.95
2023-03-23,19,0.0,14.8
2023-03-23,20,0.0,13.875
2023-03-23,21,0.0,13.2
2023-03-23,22,0.0,13.3
2023-03-23,23,0.0,13.3
2023-03-24,0,0.0,13.4
2023-03-24,1,0.0,12.65
2023-03-24,2,0.0,12.05
2023-03-24,3,0.0,12.4
2023-03-24,4,0.0,12.5
2023-03-24,5,0.0,12.475
2023-03-24,6,0.0,11.75
2023-03-24,7,0.02125,11.575000000000001
2023-03-24,8,0.089,12.7
2023-03-24,9,0.0825,13.75
2023-03-24,10,0.07875,13.225
2023-03-24,11,0.18575,13.15
2023-03-24,12,0.11275,13.05
2023-03-24,13,0.0915,12.799999999999999
2023-03-24,14,0.0425,12.05
2023-03-24,15,0.041,11.6
2023-03-24,16,0.035250000000000004,11.6
2023-03-24,17,0.0135,11.475
2023-03-24,18,0.0,10.7
2023-03-24,19,0.0,10.3
2023-03-24,20,0.0,10.425
2023-03-24,21,0.0,10.75
2023-03-24,22,0.0,10.3
2023-03-24,23,0.0,10.1
2023-03-25,0,0.0,10.4
2023-03-25,1,0.0,10.75
2023-03-25,2,0.0,8.95
2023-03-25,3,0.0,8.600000000000001
2023-03-25,4,0.0,8.25
2023-03-25,5,0.0,7.575
2023-03-25,6,0.0,6.2
2023-03-25,7,0.004,5.9
2023-03-25,8,0.08425,5.6
2023-03-25,9,0.142,6.6
2023-03-25,10,0.13725,7.8
2023-03-25,11,0.1645,8.175
2023-03-25,12,0.262,9.9
2023-03-25,13,0.16125,9.85
2023-03-25,14,0.326,8.525
2023-03-25,15,0.596,12.8
2023-03-25,16,0.43225,12.9
2023-03-25,17,0.307,13.25
2023-03-25,18,0.01225,11.4
2023-03-25,19,0.0,9.424999999999999
2023-03-25,20,0.0,10.15
2023-03-25,21,0.0,10.475
2023-03-25,22,0.0,10.225
2023-03-25,23,0.0,10.5
2023-03-26,0,0.0,10.05
2023-03-26,1,0.0,9.35
2023-03-26,2,0.0,8.2
2023-03-26,3,0.0,8.0
2023-03-26,4,0.0,8.0
2023-03-26,5,0.0,7.625
2023-03-26,6,0.0,7.300000000000001
2023-03-26,7,0.002,7.375
2023-03-26,8,0.033,7.6
2023-03-26,9,0.041999999999999996,7.6
2023-03-26,10,0.0375,6.975
2023-03-26,11,0.0615,7.2
2023-03-26,12,0.101,7.7
2023-03-26,13,0.07575,8.6
2023-03-26,14,0.13,8.85
2023-03-26,15,0.1445,9.875
2023-03-26,16,0.29475,9.65
2023-03-26,17,0.10875000000000001,10.825
2023-03-26,18,0.053,6.85
2023-03-26,19,0.028499999999999998,6.9
2023-03-26,20,0.0,6.3500000000000005
2023-03-26,21,0.0,6.4
2023-03-26,22,0.0,6.85
2023-03-26,23,0.0,6.55
2023-03-27,0,0.0,6.2
2023-03-27,1,0.0,5.9750000000000005
2023-03-27,2,0.0,5.800000000000001
2023-03-27,3,0.0,5.275
2023-03-27,4,0.0,5.475
2023-03-27,5,0.0,6.3
2023-03-27,6,0.0,6.6
2023-03-27,7,0.0,5.55
2023-03-27,8,0.029750000000000002,4.9
2023-03-27,9,0.06825,4.6
2023-03-27,10,0.059,4.1
2023-03-27,11,0.10175000000000001,3.75
2023-03-27,12,0.2345,4.3
